antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'salt', 'tomato sauce'})",frozenset({'oregano'}),0.027633643,0.162302401,0.013997828,0.506550218,3.121027256,0.009512821,1.697634957,0.698905992
"frozenset({'tomato sauce', 'oregano'})",frozenset({'salt'}),0.02727163,0.350971401,0.013997828,0.513274336,1.462439204,0.004426266,1.333458758,0.32507625
"frozenset({'water', 'oregano'})",frozenset({'salt'}),0.029866055,0.350971401,0.01822131,0.61010101,1.738321152,0.007739179,1.664607029,0.437807901
"frozenset({'tomato paste', 'oregano'})",frozenset({'tomato'}),0.030228068,0.208519368,0.018522988,0.612774451,2.938693215,0.01221985,2.043978334,0.680276126
"frozenset({'tomato paste', 'tomato'})",frozenset({'oregano'}),0.036080608,0.162302401,0.018522988,0.513377926,3.163095075,0.012667018,1.721454172,0.709451392
"frozenset({'tomato sauce', 'tomato'})",frozenset({'oregano'}),0.022625799,0.162302401,0.012127429,0.536,3.302477323,0.008455207,1.805382756,0.713336828
"frozenset({'parmesan cheese', 'pepper'})",frozenset({'salt'}),0.050018101,0.350971401,0.037468324,0.749095296,2.134348535,0.019913401,2.586753407,0.559455881
"frozenset({'ricotta cheese', 'salt'})",frozenset({'parmesan cheese'}),0.022263787,0.316640521,0.013334138,0.598915989,1.891469818,0.006284521,1.703781403,0.482042719
"frozenset({'salt', 'spinach'})",frozenset({'parmesan cheese'}),0.01810064,0.316640521,0.0103777,0.573333333,1.810675813,0.004646304,1.601623778,0.455973432
"frozenset({'parmesan cheese', 'sugar'})",frozenset({'salt'}),0.018040304,0.350971401,0.011886087,0.658862876,1.877255168,0.005554456,1.902544619,0.475892613
"frozenset({'tomato paste', 'parmesan cheese'})",frozenset({'salt'}),0.024858212,0.350971401,0.013394473,0.538834951,1.535267403,0.004669952,1.407367278,0.35753536
"frozenset({'parmesan cheese', 'water'})",frozenset({'salt'}),0.043019187,0.350971401,0.022324122,0.518934081,1.478565148,0.007225618,1.349146913,0.33821851
"frozenset({'tomato paste', 'parmesan cheese'})",frozenset({'tomato'}),0.024858212,0.208519368,0.013756486,0.553398058,2.653940804,0.008573067,1.772228372,0.63908844
"frozenset({'parsley', 'pepper'})",frozenset({'salt'}),0.027995656,0.350971401,0.021660432,0.773706897,2.20447277,0.011834757,2.868088285,0.562113534
"frozenset({'tomato paste', 'parsley'})",frozenset({'salt'}),0.017316279,0.350971401,0.010136358,0.585365854,1.667844879,0.00405884,1.565304268,0.407479892
"frozenset({'parsley', 'water'})",frozenset({'salt'}),0.021298419,0.350971401,0.010800048,0.507082153,1.444796219,0.003324912,1.316707445,0.31456051
"frozenset({'tomato paste', 'parsley'})",frozenset({'tomato'}),0.017316279,0.208519368,0.010920719,0.630662021,3.024476949,0.00730994,2.142971146,0.681159465
"frozenset({'pepper', 'sugar'})",frozenset({'salt'}),0.013696151,0.350971401,0.011403403,0.832599119,2.372270551,0.006596446,3.877091894,0.586495653
"frozenset({'pepper', 'tomato'})",frozenset({'salt'}),0.034572222,0.350971401,0.027030288,0.781849913,2.227674137,0.014896427,2.975147098,0.570836393
"frozenset({'tomato paste', 'pepper'})",frozenset({'salt'}),0.014661518,0.350971401,0.012127429,0.827160494,2.35677463,0.006981655,3.755094037,0.584257392
"frozenset({'pepper', 'water'})",frozenset({'salt'}),0.018281646,0.350971401,0.013877157,0.759075908,2.162785644,0.007460822,2.693913226,0.547645184
"frozenset({'sugar', 'purpose flour'})",frozenset({'salt'}),0.021479426,0.350971401,0.014359841,0.668539326,1.904825647,0.006821177,1.958086282,0.48544464
"frozenset({'purpose flour', 'water'})",frozenset({'salt'}),0.021298419,0.350971401,0.015204537,0.71388102,2.034014788,0.007729401,2.268387084,0.519424409
"frozenset({'sugar', 'tomato'})",frozenset({'salt'}),0.023591167,0.350971401,0.013454809,0.570332481,1.625011266,0.005174984,1.510536799,0.393912507
"frozenset({'sugar', 'water'})",frozenset({'salt'}),0.034632557,0.350971401,0.021177748,0.611498258,1.742302239,0.009022711,1.670593793,0.441331197
"frozenset({'tomato paste', 'salt'})",frozenset({'tomato'}),0.033365512,0.208519368,0.019066007,0.571428571,2.740410053,0.012108651,1.846788142,0.657012671
"frozenset({'tomato paste', 'tomato'})",frozenset({'salt'}),0.036080608,0.350971401,0.019066007,0.528428094,1.50561582,0.006402745,1.376308873,0.348390069
"frozenset({'tomato sauce', 'tomato'})",frozenset({'salt'}),0.022625799,0.350971401,0.011886087,0.525333333,1.49679812,0.003945078,1.367335532,0.339590744
"frozenset({'tomato paste', 'water'})",frozenset({'salt'}),0.019367684,0.350971401,0.010558706,0.54517134,1.553321262,0.003761203,1.426973838,0.363253553
"frozenset({'yeast', 'water'})",frozenset({'salt'}),0.014359841,0.350971401,0.012067093,0.840336134,2.394315127,0.0070272,4.064968594,0.590828232
"frozenset({'yeast', 'salt'})",frozenset({'water'}),0.013635815,0.150657657,0.012067093,0.884955752,5.873951397,0.010012753,7.382744985,0.841227673
frozenset({'yeast'}),"frozenset({'salt', 'water'})",0.016350911,0.074815977,0.012067093,0.73800738,9.864301869,0.010843784,3.531336201,0.913561921
"frozenset({'beef', 'basil', 'onion'})",frozenset({'oregano'}),0.015083866,0.162302401,0.010619042,0.704,4.337582156,0.008170894,2.830059455,0.78124095
"frozenset({'beef', 'basil', 'oregano'})",frozenset({'onion'}),0.014420176,0.283999035,0.010619042,0.736401674,2.592972454,0.006523726,2.716257631,0.623330759
"frozenset({'beef', 'onion', 'oregano'})",frozenset({'basil'}),0.017436949,0.205080246,0.010619042,0.60899654,2.969552413,0.007043068,2.033024857,0.675019189
"frozenset({'black pepper', 'basil', 'garlic'})",frozenset({'olive oil'}),0.018583323,0.371787136,0.0103777,0.558441558,1.502046477,0.003468659,1.422717367,0.340570572
"frozenset({'black pepper', 'basil', 'garlic'})",frozenset({'oregano'}),0.018583323,0.162302401,0.010257029,0.551948052,3.400738667,0.007240911,1.869643916,0.719313472
"frozenset({'black pepper', 'garlic', 'oregano'})",frozenset({'basil'}),0.016592253,0.205080246,0.010257029,0.618181818,3.014341116,0.006854286,2.081932689,0.679527434
"frozenset({'black pepper', 'basil', 'garlic'})",frozenset({'salt'}),0.018583323,0.350971401,0.011946422,0.642857143,1.831651072,0.005424207,1.817280077,0.462641912
"frozenset({'black pepper', 'basil', 'garlic clove'})",frozenset({'olive oil'}),0.021720767,0.371787136,0.011403403,0.525,1.412098345,0.003327901,1.322553397,0.298313627
"frozenset({'black pepper', 'basil', 'garlic clove'})",frozenset({'oregano'}),0.021720767,0.162302401,0.011222397,0.516666667,3.183358116,0.007697064,1.733167445,0.701094633
"frozenset({'black pepper', 'garlic clove', 'oregano'})",frozenset({'basil'}),0.01942802,0.205080246,0.011222397,0.577639752,2.816652322,0.007238093,1.882089417,0.657747334
"frozenset({'black pepper', 'basil', 'garlic clove'})",frozenset({'salt'}),0.021720767,0.350971401,0.014661518,0.675,1.923233626,0.00703815,1.997011074,0.490700766
"frozenset({'black pepper', 'basil', 'garlic clove'})",frozenset({'tomato'}),0.021720767,0.208519368,0.01104139,0.508333333,2.43782311,0.006512189,1.609791117,0.60289327
"frozenset({'black pepper', 'basil', 'onion'})",frozenset({'olive oil'}),0.022203451,0.371787136,0.011946422,0.538043478,1.447181533,0.003691465,1.359896081,0.316018385
"frozenset({'black pepper', 'basil', 'olive oil'})",frozenset({'oregano'}),0.02660794,0.162302401,0.013937492,0.523809524,3.227367676,0.00961896,1.759164957,0.7090154
"frozenset({'black pepper', 'basil', 'oregano'})",frozenset({'olive oil'}),0.02727163,0.371787136,0.013937492,0.511061947,1.374609008,0.003798251,1.284851648,0.280160851
"frozenset({'black pepper', 'olive oil', 'oregano'})",frozenset({'basil'}),0.023108483,0.205080246,0.013937492,0.603133159,2.940961748,0.009198399,2.00298859,0.675586966
"frozenset({'black pepper', 'parmesan cheese', 'basil'})",frozenset({'olive oil'}),0.021841438,0.371787136,0.01104139,0.505524862,1.359715849,0.002921024,1.270464003,0.270459445
"frozenset({'black pepper', 'basil', 'olive oil'})",frozenset({'salt'}),0.02660794,0.350971401,0.017255943,0.648526077,1.847803198,0.007917317,1.846591046,0.47135871
"frozenset({'black pepper', 'basil', 'tomato'})",frozenset({'olive oil'}),0.023711838,0.371787136,0.012187764,0.513994911,1.382497834,0.003372008,1.292605525,0.28339129
"frozenset({'black pepper', 'basil', 'onion'})",frozenset({'oregano'}),0.022203451,0.162302401,0.01291179,0.581521739,3.582952158,0.009308116,2.001770885,0.737270493
"frozenset({'black pepper', 'onion', 'oregano'})",frozenset({'basil'}),0.020333052,0.205080246,0.01291179,0.635014837,3.096421272,0.008741882,2.17795087,0.691098673
"frozenset({'black pepper', 'basil', 'onion'})",frozenset({'salt'}),0.022203451,0.350971401,0.015385544,0.692934783,1.974334036,0.007592767,2.113650659,0.504706318
"frozenset({'black pepper', 'basil', 'onion'})",frozenset({'tomato'}),0.022203451,0.208519368,0.012248099,0.551630435,2.645463781,0.00761825,1.765241653,0.636118472
"frozenset({'black pepper', 'basil', 'tomato'})",frozenset({'onion'}),0.023711838,0.283999035,0.012248099,0.51653944,1.818807028,0.00551396,1.48099147,0.461123138
"frozenset({'black pepper', 'parmesan cheese', 'oregano'})",frozenset({'basil'}),0.017195608,0.205080246,0.010800048,0.628070175,3.062558131,0.007273569,2.137284244,0.685259031
"frozenset({'black pepper', 'basil', 'salt'})",frozenset({'oregano'}),0.034692892,0.162302401,0.018462652,0.532173913,3.278903507,0.012831913,1.790617544,0.71999884
"frozenset({'black pepper', 'basil', 'oregano'})",frozenset({'salt'}),0.02727163,0.350971401,0.018462652,0.67699115,1.928906881,0.00889109,2.009321416,0.495073107
"frozenset({'black pepper', 'salt', 'oregano'})",frozenset({'basil'}),0.031736455,0.205080246,0.018462652,0.581749049,2.836689834,0.011954132,1.900580866,0.668698561
"frozenset({'black pepper', 'basil', 'tomato'})",frozenset({'oregano'}),0.023711838,0.162302401,0.012549777,0.529262087,3.260962759,0.008701289,1.779541385,0.710181813
"frozenset({'black pepper', 'oregano', 'tomato'})",frozenset({'basil'}),0.019669362,0.205080246,0.012549777,0.63803681,3.111156836,0.008515979,2.196134235,0.69219111
"frozenset({'black pepper', 'parmesan cheese', 'basil'})",frozenset({'salt'}),0.021841438,0.350971401,0.013937492,0.638121547,1.818158246,0.006271772,1.793498877,0.460040823
"frozenset({'black pepper', 'basil', 'parsley'})",frozenset({'salt'}),0.01423917,0.350971401,0.010015687,0.703389831,2.004122924,0.005018146,2.188153562,0.508265895
"frozenset({'black pepper', 'basil', 'tomato'})",frozenset({'salt'}),0.023711838,0.350971401,0.015807892,0.666666667,1.899490001,0.007485715,1.947085797,0.485044188
"frozenset({'parmesan cheese', 'basil', 'egg'})",frozenset({'mozzarella cheese'}),0.0207554,0.152105708,0.010498371,0.505813953,3.325410736,0.007341356,1.715739038,0.714106841
"frozenset({'basil', 'mozzarella cheese', 'egg'})",frozenset({'parmesan cheese'}),0.014178834,0.316640521,0.010498371,0.740425532,2.338378957,0.006008777,2.632614385,0.580585342
"frozenset({'basil', 'onion', 'egg'})",frozenset({'parmesan cheese'}),0.013877157,0.316640521,0.010257029,0.739130435,2.334288839,0.005862959,2.619544668,0.579647865
"frozenset({'parmesan cheese', 'basil', 'egg'})",frozenset({'salt'}),0.0207554,0.350971401,0.011463738,0.552325581,1.573705378,0.004179187,1.449778169,0.372283945
"frozenset({'basil', 'salt', 'egg'})",frozenset({'parmesan cheese'}),0.015868227,0.316640521,0.011463738,0.72243346,2.281557197,0.006439215,2.461966341,0.570759804
"frozenset({'basil', 'onion', 'garlic'})",frozenset({'olive oil'}),0.02859901,0.371787136,0.016169905,0.565400844,1.520764944,0.00553716,1.445499502,0.352517846
"frozenset({'basil', 'garlic', 'oregano'})",frozenset({'olive oil'}),0.027633643,0.371787136,0.014782189,0.534934498,1.438819274,0.004508356,1.350805124,0.313653056
"frozenset({'olive oil', 'garlic', 'oregano'})",frozenset({'basil'}),0.025159889,0.205080246,0.014782189,0.587529976,2.864878441,0.009622393,1.92721824,0.667745452
"frozenset({'parmesan cheese', 'garlic', 'basil'})",frozenset({'olive oil'}),0.024375528,0.371787136,0.013334138,0.547029703,1.471351882,0.00427163,1.3868743,0.328356797
"frozenset({'basil', 'garlic', 'salt'})",frozenset({'olive oil'}),0.024435863,0.371787136,0.013394473,0.548148148,1.474360176,0.004309534,1.390307157,0.329798597
"frozenset({'basil', 'garlic', 'tomato'})",frozenset({'olive oil'}),0.026547605,0.371787136,0.015264873,0.575,1.546583901,0.005394815,1.478147914,0.363051832
"frozenset({'basil', 'onion', 'garlic'})",frozenset({'oregano'}),0.02859901,0.162302401,0.015988898,0.55907173,3.444630057,0.01134721,1.899850056,0.730587132
"frozenset({'basil', 'garlic', 'oregano'})",frozenset({'onion'}),0.027633643,0.283999035,0.015988898,0.57860262,2.037340095,0.00814097,1.699111099,0.523633843
"frozenset({'onion', 'garlic', 'oregano'})",frozenset({'basil'}),0.025039218,0.205080246,0.015988898,0.638554217,3.113679785,0.010853849,2.199277986,0.696270669
"frozenset({'basil', 'garlic', 'salt'})",frozenset({'onion'}),0.024435863,0.283999035,0.012248099,0.501234568,1.76491645,0.005308338,1.43554649,0.444256738
"frozenset({'basil', 'onion', 'garlic'})",frozenset({'tomato'}),0.02859901,0.208519368,0.015083866,0.52742616,2.529386916,0.009120419,1.674829552,0.622448696
"frozenset({'basil', 'garlic', 'tomato'})",frozenset({'onion'}),0.026547605,0.283999035,0.015083866,0.568181818,2.000647005,0.007544372,1.658107499,0.513801909
"frozenset({'parmesan cheese', 'garlic', 'oregano'})",frozenset({'basil'}),0.017919633,0.205080246,0.010981055,0.612794613,2.988072348,0.007306092,2.052966669,0.677476207
"frozenset({'basil', 'garlic', 'salt'})",frozenset({'oregano'}),0.024435863,0.162302401,0.012308435,0.503703704,3.103488916,0.008342436,1.687898147,0.694759034
"frozenset({'garlic', 'salt', 'oregano'})",frozenset({'basil'}),0.021479426,0.205080246,0.012308435,0.573033708,2.794192608,0.007903429,1.861785739,0.656209876
"frozenset({'basil', 'garlic', 'tomato'})",frozenset({'oregano'}),0.026547605,0.162302401,0.013334138,0.502272727,3.094672187,0.009025398,1.683045404,0.695323162
"frozenset({'oregano', 'garlic', 'tomato'})",frozenset({'basil'}),0.02009171,0.205080246,0.013334138,0.663663664,3.236116964,0.009213725,2.363466768,0.705155462
"frozenset({'basil', 'olive oil', 'onion'})",frozenset({'garlic clove'}),0.045251599,0.296186799,0.022987812,0.508,1.715133836,0.009584886,1.430514637,0.436717276
"frozenset({'basil', 'onion', 'garlic clove'})",frozenset({'olive oil'}),0.041390129,0.371787136,0.022987812,0.555393586,1.493848311,0.007599495,1.412964014,0.344861868
"frozenset({'basil', 'garlic clove', 'oregano'})",frozenset({'olive oil'}),0.038373356,0.371787136,0.019548691,0.509433962,1.3702302,0.005281971,1.28058776,0.280977677
"frozenset({'olive oil', 'garlic clove', 'oregano'})",frozenset({'basil'}),0.035054905,0.205080246,0.019548691,0.557659208,2.719224395,0.012359622,1.797075397,0.655216634
"frozenset({'parmesan cheese', 'basil', 'olive oil'})",frozenset({'garlic clove'}),0.041752142,0.296186799,0.021298419,0.510115607,1.722276649,0.008931986,1.436692435,0.437645839
"frozenset({'parmesan cheese', 'basil', 'garlic clove'})",frozenset({'olive oil'}),0.036683963,0.371787136,0.021298419,0.580592105,1.561625049,0.007659794,1.497856553,0.373336896
"frozenset({'basil', 'olive oil', 'parsley'})",frozenset({'garlic clove'}),0.021720767,0.296186799,0.011343067,0.522222222,1.763151581,0.004909663,1.473097398,0.442444013
"frozenset({'basil', 'parsley', 'garlic clove'})",frozenset({'olive oil'}),0.021057077,0.371787136,0.011343067,0.538681948,1.448898834,0.003514317,1.361778195,0.316484936
"frozenset({'basil', 'olive oil', 'pepper'})",frozenset({'garlic clove'}),0.018643659,0.296186799,0.010619042,0.569579288,1.923040766,0.005097036,1.635175032,0.489109004
"frozenset({'basil', 'pepper', 'garlic clove'})",frozenset({'olive oil'}),0.019186678,0.371787136,0.010619042,0.553459119,1.488645155,0.003485682,1.406842892,0.334669437
"frozenset({'basil', 'olive oil', 'red pepper flake'})",frozenset({'garlic clove'}),0.017376614,0.296186799,0.010076023,0.579861111,1.957754748,0.004929299,1.675191752,0.497861945
"frozenset({'basil', 'red pepper flake', 'garlic clove'})",frozenset({'olive oil'}),0.017014601,0.371787136,0.010076023,0.592198582,1.592843118,0.003750213,1.540487196,0.37863409
"frozenset({'basil', 'olive oil', 'salt'})",frozenset({'garlic clove'}),0.044286231,0.296186799,0.022565464,0.509536785,1.720322402,0.009448467,1.434996916,0.438116121
"frozenset({'basil', 'salt', 'garlic clove'})",frozenset({'olive oil'}),0.040002413,0.371787136,0.022565464,0.564102564,1.517272947,0.007693081,1.441194216,0.355128813
"frozenset({'basil', 'olive oil', 'tomato'})",frozenset({'garlic clove'}),0.044346567,0.296186799,0.022806806,0.514285714,1.736355964,0.009671938,1.449027179,0.443760479
"frozenset({'basil', 'garlic clove', 'tomato'})",frozenset({'olive oil'}),0.041390129,0.371787136,0.022806806,0.551020408,1.482085726,0.007418488,1.399201378,0.339319682
"frozenset({'basil', 'onion', 'garlic clove'})",frozenset({'oregano'}),0.041390129,0.162302401,0.022927477,0.55393586,3.412986225,0.016209759,1.877975662,0.737527826
"frozenset({'basil', 'onion', 'oregano'})",frozenset({'garlic clove'}),0.04470858,0.296186799,0.022927477,0.512820513,1.731409081,0.009685386,1.444669203,0.442206152
"frozenset({'basil', 'garlic clove', 'oregano'})",frozenset({'onion'}),0.038373356,0.283999035,0.022927477,0.597484277,2.103825027,0.012029481,1.778814898,0.545612274
"frozenset({'onion', 'garlic clove', 'oregano'})",frozenset({'basil'}),0.036623627,0.205080246,0.022927477,0.626029654,3.052608263,0.015416694,2.125622425,0.697973617
"frozenset({'parmesan cheese', 'basil', 'onion'})",frozenset({'garlic clove'}),0.034934234,0.296186799,0.017617956,0.504317789,1.70270178,0.007270897,1.419887957,0.427637275
"frozenset({'basil', 'parsley', 'garlic clove'})",frozenset({'onion'}),0.021057077,0.283999035,0.011463738,0.544412607,1.916952317,0.005483549,1.571599603,0.488627686
"frozenset({'basil', 'parsley', 'onion'})",frozenset({'garlic clove'}),0.022927477,0.296186799,0.011463738,0.5,1.688123854,0.004672922,1.407626403,0.417191552
"frozenset({'basil', 'onion', 'salt'})",frozenset({'garlic clove'}),0.037287317,0.296186799,0.01942802,0.521035599,1.759145246,0.008384009,1.469447833,0.448256385
"frozenset({'basil', 'onion', 'garlic clove'})",frozenset({'tomato'}),0.041390129,0.208519368,0.024013515,0.580174927,2.782355105,0.015382872,1.885262895,0.668251251
"frozenset({'basil', 'onion', 'tomato'})",frozenset({'garlic clove'}),0.044286231,0.296186799,0.024013515,0.542234332,1.830717422,0.010896518,1.537496696,0.47479284
"frozenset({'basil', 'garlic clove', 'tomato'})",frozenset({'onion'}),0.041390129,0.283999035,0.024013515,0.580174927,2.042876406,0.012258758,1.705474522,0.532535854
"frozenset({'tomato paste', 'basil', 'onion'})",frozenset({'garlic clove'}),0.019126342,0.296186799,0.010317365,0.539432177,1.82125665,0.004652394,1.528142362,0.459721354
"frozenset({'tomato paste', 'basil', 'garlic clove'})",frozenset({'onion'}),0.015264873,0.283999035,0.010317365,0.675889328,2.37990009,0.005982155,2.20912493,0.588802286
"frozenset({'parmesan cheese', 'garlic clove', 'oregano'})",frozenset({'basil'}),0.024556534,0.205080246,0.015988898,0.651105651,3.174882336,0.010952838,2.278396759,0.702273091
"frozenset({'basil', 'parsley', 'garlic clove'})",frozenset({'oregano'}),0.021057077,0.162302401,0.01104139,0.524355301,3.230730393,0.007623776,1.761183506,0.705324543
"frozenset({'parsley', 'garlic clove', 'oregano'})",frozenset({'basil'}),0.017436949,0.205080246,0.01104139,0.633217993,3.087659611,0.007465416,2.167281216,0.688128973
"frozenset({'salt', 'garlic clove', 'oregano'})",frozenset({'basil'}),0.031253771,0.205080246,0.01822131,0.583011583,2.842846124,0.011811779,1.906335336,0.66915341
"frozenset({'basil', 'garlic clove', 'tomato'})",frozenset({'oregano'}),0.041390129,0.162302401,0.020695065,0.5,3.080669145,0.013977347,1.675395197,0.704556898
"frozenset({'oregano', 'basil', 'tomato'})",frozenset({'garlic clove'}),0.039761072,0.296186799,0.020695065,0.520485584,1.757288261,0.00891836,1.467762341,0.448785595
"frozenset({'basil', 'garlic clove', 'oregano'})",frozenset({'tomato'}),0.038373356,0.208519368,0.020695065,0.539308176,2.586369708,0.012693477,1.718026219,0.637833485
"frozenset({'oregano', 'garlic clove', 'tomato'})",frozenset({'basil'}),0.031012429,0.205080246,0.020695065,0.667315175,3.253922245,0.014335028,2.389407915,0.714847747
"frozenset({'parmesan cheese', 'basil', 'tomato'})",frozenset({'garlic clove'}),0.031374442,0.296186799,0.016773259,0.534615385,1.804993967,0.007480564,1.512325887,0.460427173
"frozenset({'parmesan cheese', 'garlic clove', 'tomato'})",frozenset({'basil'}),0.032641487,0.205080246,0.016773259,0.513863216,2.505669005,0.010079135,1.635177136,0.621181269
"frozenset({'basil', 'parsley', 'garlic clove'})",frozenset({'tomato'}),0.021057077,0.208519368,0.010739713,0.510028653,2.445953385,0.006348904,1.615361057,0.603877357
"frozenset({'basil', 'parsley', 'tomato'})",frozenset({'garlic clove'}),0.020272716,0.296186799,0.010739713,0.529761905,1.788607417,0.004735202,1.496716681,0.450029131
"frozenset({'parsley', 'garlic clove', 'tomato'})",frozenset({'basil'}),0.019488355,0.205080246,0.010739713,0.551083591,2.687160766,0.006743036,1.770752279,0.64033916
"frozenset({'basil', 'pepper', 'garlic clove'})",frozenset({'salt'}),0.019186678,0.350971401,0.015626885,0.814465409,2.32060335,0.00889291,3.498154144,0.580209885
"frozenset({'basil', 'pepper', 'salt'})",frozenset({'garlic clove'}),0.029262701,0.296186799,0.015626885,0.534020619,1.80298589,0.00695966,1.510395587,0.458789921
"frozenset({'basil', 'salt', 'garlic clove'})",frozenset({'tomato'}),0.040002413,0.208519368,0.020152045,0.503770739,2.415942196,0.011810767,1.594989846,0.610504464
"frozenset({'basil', 'salt', 'tomato'})",frozenset({'garlic clove'}),0.037468324,0.296186799,0.020152045,0.53784219,1.815888461,0.009054422,1.522885011,0.466795426
"frozenset({'tomato paste', 'basil', 'garlic clove'})",frozenset({'tomato'}),0.015264873,0.208519368,0.010257029,0.671936759,3.222418936,0.007074007,2.412585542,0.700365102
"frozenset({'tomato paste', 'basil', 'tomato'})",frozenset({'garlic clove'}),0.018824665,0.296186799,0.010257029,0.544871795,1.839622149,0.004681412,1.546406471,0.465166719
"frozenset({'tomato paste', 'garlic clove', 'tomato'})",frozenset({'basil'}),0.019910704,0.205080246,0.010257029,0.515151515,2.51195093,0.006173737,1.639521992,0.614130828
"frozenset({'basil', 'onion', 'mozzarella cheese'})",frozenset({'parmesan cheese'}),0.01556655,0.316640521,0.0103777,0.666666667,2.105436992,0.005448699,2.050078436,0.533341505
"frozenset({'parmesan cheese', 'mozzarella cheese', 'basil'})",frozenset({'oregano'}),0.023229154,0.162302401,0.011644745,0.501298701,3.088670883,0.007874597,1.679758206,0.692318106
"frozenset({'parmesan cheese', 'mozzarella cheese', 'oregano'})",frozenset({'basil'}),0.019609026,0.205080246,0.011644745,0.593846154,2.895677009,0.007623321,1.957188788,0.667751575
"frozenset({'basil', 'mozzarella cheese', 'oregano'})",frozenset({'parmesan cheese'}),0.018522988,0.316640521,0.011644745,0.628664495,1.985420225,0.005779616,1.840275087,0.505695277
"frozenset({'basil', 'mozzarella cheese', 'salt'})",frozenset({'parmesan cheese'}),0.017497285,0.316640521,0.010558706,0.603448276,1.905783484,0.005018357,1.723254338,0.483745657
"frozenset({'basil', 'olive oil', 'onion'})",frozenset({'oregano'}),0.045251599,0.162302401,0.023349825,0.516,3.179250558,0.016005382,1.730780162,0.717948793
"frozenset({'basil', 'olive oil', 'oregano'})",frozenset({'onion'}),0.041269458,0.283999035,0.023349825,0.565789474,1.992223229,0.011629339,1.64897192,0.519487172
"frozenset({'basil', 'onion', 'oregano'})",frozenset({'olive oil'}),0.04470858,0.371787136,0.023349825,0.522267206,1.40474792,0.00672775,1.314987943,0.301613204
"frozenset({'olive oil', 'onion', 'oregano'})",frozenset({'basil'}),0.039097381,0.205080246,0.023349825,0.597222222,2.912139191,0.015331724,1.973593872,0.683326081
"frozenset({'parmesan cheese', 'onion', 'basil'})",frozenset({'olive oil'}),0.034934234,0.371787136,0.018402317,0.526770294,1.416859923,0.005414218,1.327500905,0.304864122
"frozenset({'basil', 'olive oil', 'parsley'})",frozenset({'onion'}),0.021720767,0.283999035,0.01236877,0.569444444,2.005092888,0.006200093,1.662969984,0.512399703
"frozenset({'basil', 'parsley', 'onion'})",frozenset({'olive oil'}),0.022927477,0.371787136,0.01236877,0.539473684,1.451028374,0.003844629,1.364119361,0.318127461
"frozenset({'basil', 'onion', 'salt'})",frozenset({'olive oil'}),0.037287317,0.371787136,0.020393387,0.546925566,1.471071785,0.006530442,1.386555534,0.332626261
"frozenset({'basil', 'olive oil', 'onion'})",frozenset({'tomato'}),0.045251599,0.208519368,0.023651502,0.522666667,2.506561728,0.014215668,1.658129816,0.629534574
"frozenset({'basil', 'olive oil', 'tomato'})",frozenset({'onion'}),0.044346567,0.283999035,0.023651502,0.533333333,1.877940656,0.01105712,1.534287783,0.489195972
"frozenset({'basil', 'onion', 'tomato'})",frozenset({'olive oil'}),0.044286231,0.371787136,0.023651502,0.534059946,1.436466981,0.007186451,1.348269713,0.31792736
"frozenset({'tomato paste', 'basil', 'olive oil'})",frozenset({'onion'}),0.015264873,0.283999035,0.010679377,0.699604743,2.463405356,0.006344168,2.383529529,0.603266666
"frozenset({'tomato paste', 'basil', 'onion'})",frozenset({'olive oil'}),0.019126342,0.371787136,0.010679377,0.558359621,1.50182609,0.003568449,1.422453412,0.340659513
"frozenset({'tomato paste', 'olive oil', 'onion'})",frozenset({'basil'}),0.021177748,0.205080246,0.010679377,0.504273504,2.458908226,0.00633624,1.603545021,0.606152387
"frozenset({'parmesan cheese', 'olive oil', 'oregano'})",frozenset({'basil'}),0.027512972,0.205080246,0.01689393,0.614035088,2.994121078,0.011251563,2.059564817,0.684854555
"frozenset({'basil', 'olive oil', 'parsley'})",frozenset({'oregano'}),0.021720767,0.162302401,0.010981055,0.505555556,3.114898802,0.007455722,1.694219862,0.694037306
"frozenset({'olive oil', 'parsley', 'oregano'})",frozenset({'basil'}),0.018040304,0.205080246,0.010981055,0.608695652,2.968085242,0.007281345,2.031461593,0.675264428
"frozenset({'olive oil', 'salt', 'oregano'})",frozenset({'basil'}),0.036201279,0.205080246,0.019609026,0.541666667,2.641242522,0.012184859,1.734370372,0.644730379
"frozenset({'oregano', 'basil', 'tomato'})",frozenset({'olive oil'}),0.039761072,0.371787136,0.020574394,0.517450683,1.391792862,0.005791739,1.301862506,0.293158578
"frozenset({'oregano', 'olive oil', 'tomato'})",frozenset({'basil'}),0.032520816,0.205080246,0.020574394,0.632653061,3.084904924,0.013905017,2.163948219,0.698558597
"frozenset({'parmesan cheese', 'basil', 'salt'})",frozenset({'olive oil'}),0.03565826,0.371787136,0.018281646,0.512690355,1.378988956,0.005024364,1.289145147,0.2849934
"frozenset({'parmesan cheese', 'olive oil', 'tomato'})",frozenset({'basil'}),0.033968867,0.205080246,0.017316279,0.509769094,2.485705492,0.010349935,1.621521092,0.618716836
"frozenset({'parmesan cheese', 'basil', 'tomato'})",frozenset({'olive oil'}),0.031374442,0.371787136,0.017316279,0.551923077,1.484513644,0.005651665,1.402020125,0.336950336
